id_komentar,nama_akun,tanggal,text_cleaning,sentimen
UgzCThsLR17FhNplyLZ4AaABAg,Kanoa cetta 13 Cetta,2023-06-11 04:57:36+00:00,inti mahal   harga puluh ribu   jual segitu laku cepat,positif
Ugz3sEUJ6DQshQzfMT54AaABAg,Willy Widhardjo,2023-06-11 04:28:03+00:00,larang jalan protokol thamrin sudirman e e motor,negatif
UgzF2faFbPrz_732P5x4AaABAg,Kenzo Wibu,2023-06-11 04:21:16+00:00,fasilitas cas   banyak orang mikir mau cas   bawa jalan,negatif
Ugw9l8WtIcaAC9_1pkV4AaABAg,ALFANANTA YOUTUBE,2023-06-11 04:16:20+00:00,rakyat sadar kalian mafia kapitalis   bikin ekonomi naik turun se enak perintah hampir mampu melmdungi rakyat kapitalis mungkin kerjasama perintah serius tangan indonesia kiblat jepang,negatif
Ugz3ZS9Jv9fe0wWVGnB4AaABAg,Fajri Harisnanda,2023-06-11 04:03:00+00:00,ujung ujung bisnis muldoeko louehut bisnar rakyat tak mau aspek bisnis produk jga sesuai   pasar,positif
Ugw-Ah5sW0UEcvjRN394AaABAg,suka nonton,2023-06-11 03:41:42+00:00,wakil ketua mti malah paksa hendak jalan bayar pecat   orang   rasa rakyat lebih golong doank mikirnya dagang laku nyuruh pindah   mikir infrastuktur cepat charging kualitas barang tahan   cuma malakin orang preman,negatif
Ugw1VfrULLju5RVf8QN4AaABAg,Adi Supriadi,2023-06-11 03:38:29+00:00, batrerai   awet terus mahal paling tahun ganti,positif
Ugz_Ca3ElvakKX_K5Wh4AaABAg,Dedy Nugraha,2023-06-11 03:29:11+00:00,mau laku serta dalam paket jual set solar cel   hasil daya wat motor   set solar cel wat,positif
UgwOchKo2J5fclAZczF4AaABAg,Anti_Mainstream,2023-06-11 02:16:06+00:00,maksa rakyat pake ev terap dulu perintah   lucu rakyat paksa pake pimpin naik mercy rakus bensin,negatif
UgxhnjLyoaaA102V4Gh4AaABAg,Aghi Ramadhan,2023-06-10 23:08:29+00:00,tunggu kendara jepang     tenaga hidrogen,positif
UgzKwynwtsNh7egpB3d4AaABAg,yoku ondo,2023-06-10 22:22:51+00:00,rakyat   suka luhut ngotot bapak bisnis,positif
UgyNmj7roQQWOujKprJ4AaABAg,Mukti Arif,2023-06-10 18:49:12+00:00,stop imfort tektil garment china tingkat produk lokal negri tingkat dapat,positif
Ugx4uqUM3088A6n5K994AaABAg,Rain,2023-06-10 18:10:58+00:00,  dulu ganti soal kurang yakin sama generasi awal,negatif
Ugy6VBWP2ToXPiSd0ix4AaABAg,A.Y Wimbo H,2023-06-10 17:43:12+00:00,harus subsidi orang   kena phk mana bangkit cari kerja susah   gampang pabrik   gulung tikar jangan subsidi orag     lebih duit pake jangan tutup mata korban phk mau makan apa keluarga coba pikir,negatif
UgzGOmjFg5-QaZO_9U94AaABAg,Syaiful Anwar,2023-06-10 17:01:09+00:00,bagus jng beli kendara eropa amerika     laku indonesia stres tri   punya pabrikan pegang atpm si ketua ksp tau apa mbl jng beli mending duit simpan   non   kendara umum dukung,negatif
UgwIwWHkVoR7trc4BQl4AaABAg,BUDI HARTA,2023-06-10 15:48:51+00:00,wajar sepi harga murah jt   laku juta baru tarik,positif
UgxB8Mr6kiKpT2UteHB4AaABAg,Eresha channel,2023-06-10 15:44:54+00:00,terlalu mahal,negatif
Ugx8U5pOnZh7_DGYipt4AaABAg,joni irawan,2023-06-10 15:28:19+00:00,harus produksi kendara bahan bakar kurang benar minim produsi produsen kendara dorong alih kendara   genjot produksi mau mau konsumen alih kendara,negatif
UgyrTddCgGIHZy-Gj2V4AaABAg,Ahmad Darwin,2023-06-10 15:00:20+00:00,sama awal muncul motor matic dlu sangat sepi minat awam masyarakat,netral
Ugyu2HPNaFsLHWxRmTR4AaABAg,Qui-Gon Jean,2023-06-10 14:53:39+00:00,mbok dicontohin dulu coba ganti dulu semua kendara dinas gitu,negatif
Ugw_SGCZYIRPCCrMt5h4AaABAg,seko dilemo,2023-06-10 14:29:05+00:00,stop produksi motor   pke bbm laku n motor,netral
UgxIEWEgMOqPJ9srACt4AaABAg,adin rafi,2023-06-10 14:07:25+00:00,subsidi alat tani harap timbang,netral
Ugw-p2IYoG7it5LHzC14AaABAg,Plutonet Repair Station,2023-06-10 13:39:26+00:00,mahaal masyarakat cari   baris mampu beli harga bawah jt an,negatif
UgyfSjXGdHBgtJLebXl4AaABAg,giant,2023-06-10 12:32:01+00:00,cipta angkut umum rata tepat waktu kok malah gala beli,negatif
Ugx2tCLysTSKyAwp3LZ4AaABAg,Ecomett Cool,2023-06-10 11:51:05+00:00,bukan   laku jual subsidi ribet banyak syarat sarat,negatif
Ugxv8mO13_7pOs1QIj94AaABAg,Deri FRm,2023-06-10 11:20:48+00:00,indonesia sering ujan sama sering banjir gimana bahaya rusak langsung apa kendara,positif
Ugzc46Utc7GDbfuNR494AaABAg,Muhammad Fajri,2023-06-10 11:19:09+00:00,jalan banyak rusak kek mana mau maka kendara,positif
UgzddBXbIjwnfxi0jc94AaABAg,Luri Arul,2023-06-10 11:15:13+00:00,isi daya pom aki msh minim bengkel msh   hitung jari masyarakat jg takut jeba hjn  gimana  aph   mogok butuh waktu   saing dg konvensional,negatif
UgyZ807SMpCyIcUL6G14AaABAg,Iwan Juwana123,2023-06-10 11:03:19+00:00,  jelas tambah macet mana,positif
UgzUnW5cujoTgS8_mkd4AaABAg,OJ stroberi,2023-06-10 10:58:39+00:00,negara ikut bisnis,netral
UgxK9gOFM7KwXmysc1B4AaABAg,Niki photography,2023-06-10 10:32:01+00:00,lama sumber pltu pltd percuma pakai pindah polusi,negatif
Ugx0iEppyuFyXBGyJSJ4AaABAg,Severinus Maha,2023-06-10 10:05:28+00:00,jga tetap dunia paksa terima nyata stop produksi bbm orang paksa bbm   produksi,negatif
UgyrFJlpHuNF_xDmwRB4AaABAg,Wulan dari,2023-06-10 09:22:08+00:00,gimana mau laku jual cuma buat  orang  elit   beli kola   tinggi  orang  elit   butuh kendara   jual a lambung,positif
UgztP09eG_jS163nA-94AaABAg,One Pas,2023-06-10 09:18:42+00:00,sih logika   kampanye dekarbonisasi padahal dominan hasil pltu cemar pindah jalan raya area pltu,netral
Ugya4GHyn_Y5191HTkN4AaABAg,Leon Wijaya,2023-06-10 08:41:58+00:00,harus laris   subsidi perintah beberapa timbang sih harga jauh lebih mahal kendara bbm   ukur   compact orang indonesia lebih suka   muat banyak pergi sama keluarga layan terminal charger   pada kondisi medan jalan banyak jalan indonesia kurang mulus tanjak   terjal mampu libas tanjak   tumpang penuh kota baru beberapa   punya rata     punya puluh,negatif
Ugw8vQcr6EzlTf4KKIZ4AaABAg,bang wiee,2023-06-10 08:11:43+00:00,siapa sih pidato ngomongnya  putar   putar ,negatif
UgzSvHM9OXNxuExTZkR4AaABAg,Bisnis,2023-06-10 08:09:55+00:00, orang  ngomong mau si moeldogkhok,positif
UgwteZGQaZ9U0levAsh4AaABAg,Lexus de Lima,2023-06-10 08:03:02+00:00,penting bukan woi lapang kerja warga negara lebih penting,positif
Ugwdn21b-eCNNEfuGS54AaABAg,VideoAndi,2023-06-10 08:01:35+00:00,aduuh jauh ev bajaj qute   buat antar jemput anak sekolah harga dimurahin jangan dimahalin murah irit bbm subsidi bbm hemat,negatif
UgwN9CMIPflCSZigxE94AaABAg,Edi J S,2023-06-10 06:29:25+00:00,jangan mau beli naik  ingat  kasus dulu minyak tanah gas dulu gas murah isi ful sekarang gas mahal isi   lebih tengah,negatif
UgyjAVWpcvnjHZwkmHZ4AaABAg,Agunk,2023-06-10 06:24:27+00:00,buka   laku duit   jamn skrang buat   keluarga   penting pake   ckp,positif
Ugx6Jd_vmgux-Ur8_UZ4AaABAg,Anti Oligarki,2023-06-10 05:45:46+00:00,mending uang buat subsidi bbm subsidi buat oligarki,positif
UgziJCEkTyxe-dkuVx14AaABAg,Dian Pratama,2023-06-10 04:52:07+00:00,masalah finance karna finance rata punya brand japan,negatif
UgzRPq2tN9uyuMJVBnx4AaABAg,generasi z,2023-06-10 04:41:45+00:00,makin panas makin mantap maknyus,positif
UgxU4eMHxSRQJ2lhON54AaABAg,Sanuri,2023-06-10 04:39:56+00:00,harga masalah harga murah laku,positif
Ugw1XCXuvn5jcPgpVgl4AaABAg,Sonny Andrean Mamu,2023-06-10 03:40:34+00:00,harga mahal bahan bakar biasa,negatif
UgxSERaRkz9jYxgUsiJ4AaABAg,StereotypedMe,2023-06-10 02:58:25+00:00,bodoh beli ngapain perintah kasih diskon nambah utang negara,negatif
UgxWNzMWLTlglUd4_I54AaABAg,P€T@RUNG HIDUP,2023-06-10 02:41:28+00:00,tenang semua waktu lihat tahun yakin motor gila masyarat indonesia   makin makmur sadar lingkung sehat bersih generasi datang   lebih baik,positif
UgzYixu9AiMUsZNLyD94AaABAg,eryadi 12,2023-06-10 02:28:15+00:00,subsidi siapa energi sumber energi fosil sama bohong,negatif
UgwAN1JznpkdYa4kfJJ4AaABAg,erlich bachman,2023-06-10 01:39:53+00:00,ane mau lmvp harga lcgc konsumsi bbm supra x fi    ,positif
UgxFaQuUDs1jSIpAMvl4AaABAg,mode gratis,2023-06-10 01:16:04+00:00,yuks gais alih enak tinggal colok colok   kaya non mau minumin mulu,positif
UgxbobkaIkkYWxamYJJ4AaABAg,Muhamad Sopian,2023-06-10 01:15:54+00:00,eliteglobal main mahal entah berapa tahun datang,negatif
UgxhBHxyQZN2W1KU0od4AaABAg,Dannyminam,2023-06-10 01:03:12+00:00,teknologi baru perlu banyak sempurna,positif
Ugy8f88tnkhodm7PGup4AaABAg,R. A Fras,2023-06-10 01:00:13+00:00,subsisi ev buat orang mampu masyarakat kecil gx dapet apa mending transportasi masal jalan kaki sepeda   kembang banyak bikin macet kena macet batre habis   end boros pt inca ngebet kayak sampe minta   non listik bayar alir vulusnya gimana  jangan  panggil kpk,negatif
UgwHszwiUZ2qN68XyQx4AaABAg,aldo,2023-06-10 00:58:51+00:00,ogah pake kyk main,negatif
UgyXtcV_D-kJ8aH6ZMJ4AaABAg,Rian Rovers,2023-06-10 00:23:20+00:00,maksa  benar  perintah maksa  benar  minta rakyat beli rakyat tanya durabillity karna tahun an   exsis bom rakyat indonesia butuh bukti jelas kendara bom harga batrenya klw rusak harga baru buat apa beli batrenya klw rusak mau buang   sanggup beli batre trus mau tarok hancurin gitu   bom lama youtube terlsa rusak bantre harga batre harga telsa baru,negatif
Ugz4nZUG14edWS2OG4l4AaABAg,Fajar Raedha,2023-06-09 23:14:54+00:00,  gin  gimana  subsidi bensin cabut alih smw subsidi motor angkut luarkota sperti bus tranportasi antar kota baik murah inprastruktur serius jd jlm kota pake   pergi jauh pake trnportasi murah,negatif
UgyRy_d1PE7eMi2iUbd4AaABAg,nameless *,2023-06-09 23:05:59+00:00,supsidi buat masyarakat kecil masyarakat kecil beli buat usaha mansyarakat kecil kayak jenis keluarga program buat masyarakat kecil apa orang duit buat masyarakat kecil lebih baik buat transportasi umum lebih pada murah si   cuma ibu kota   si ken kabupaten akses kereta api,negatif
UgzyTYgk-2p-IvU-ZVx4AaABAg,vlc guy,2023-06-09 20:22:29+00:00,  geber geber   sih ,netral
UgzH3ssf6_kIr3KtVUh4AaABAg,Samurai Y,2023-06-09 19:32:55+00:00,perintah apa isi dominasi bodoh gimana   mau dorong kendara harus bikin infrastruktur dulu ngapain subsidi beli kendara   guna masyarakat   punya ingin gas   usah ngajarin cara belanja pake subsidi an infrastruktur isi bahan bakar   semua sederhana   apa instan waktu ngisi bahan bakar minyak tolong indonesia negara luas pikir kaya singapura habis dorong sampe stasiun isi bahan bakar deket masyarakat berapa berapa luas negara woy negara berapa kali mikirlah sederhana   perintah   usah mikir muluk muluk ngajarin orang gimana cara belanja gaji cuma umr cukup sekolahin anak sarjana pake dorong subsidi   make sense cerdas dikit nape,negatif
UgwzVT9j3hcafvOkZOJ4AaABAg,bumi gonjang ganjing,2023-06-09 18:46:41+00:00,krna dunia alami krisis,negatif
UgyeQvUPwd4uw9gsBIh4AaABAg,ahmad suherman,2023-06-09 17:55:25+00:00,beri power of service masuk stasiun cargher rumah garansi pada utama baterai motor kendara pajak naik mungkin persen convert evisien power garansi harga pilih pilih kendara utama bangun kabupaten camat mungkin kembang atas pln khusus green energi pasang plts mudah murah cepat garansi service center cepat mudah murah ingat barang mati hidup bahan bakar bbm baik bbm official pertamina negara subsidi bbm kota bahkan ecer tiap desa tetap sehat service official kota bahkan teknisi umkm masyarakat mana masuk kota bahkan desa desa charger stasiun mungkin pertamina charger merk negara luas tempat istirahat private pln merk milik negara sedia bangun sumber baru plts dl baik dl okke indonesia material alam nikel no dunia indonesia negara baterai murah per kapasiti dunia level tentu indonesia material produk dl daya baterai charger center minimal tiap pertamina few sedikit bangun baik pln tunjuk few sedikit simpul priode step kapan sektor lain laksana da bismillah moga go green energy baru indonesia cepat capai mungkin tahun depan,negatif
UgxyvJsK8yUITI2z67h4AaABAg,RAF1F NAD1N,2023-06-09 16:26:31+00:00,kendala salam   sepi minat   laku subsidi   tetap   laku,positif
UgxMov5H_PPS03ohGnJ4AaABAg,si Tutum,2023-06-09 15:03:33+00:00,banyak   malah mesin hidrogen lawan berat ev,negatif
UgwaGW7pL8OUT4-GHVJ4AaABAg,Ika Setiana,2023-06-09 14:59:18+00:00,jt model kayak becak kasih body mending buat beli rumah om,negatif
Ugz4ScjjMuzdHqea0fR4AaABAg,Agro Smart Tech Smart Tech,2023-06-09 14:56:10+00:00,mending ontel jtaan,negatif
Ugx6t98cwwdkZaA1KpJ4AaABAg,TELOR CEPLOK,2023-06-09 14:26:04+00:00,upah warga jangan sama upah si menteri jangkau   menteri ucap jangkau warga jelas beda rasa,negatif
UgyCRn2gjfzXgyTEfl14AaABAg,Jajang Crypto,2023-06-09 14:07:37+00:00,bikin bensin langka   ser tar laku,negatif
Ugwy-sJSd_HL0yZFsdJ4AaABAg,Tritura 66,2023-06-09 14:05:46+00:00,maslahnya kalah saing sama bbm subsidi,negatif
UgzRS81fW5Rmt4UNePB4AaABAg,putra LSG,2023-06-09 13:15:24+00:00,pabrik bahan minyak terus produksi blm sedia segala perlu   butuh sebut mudah  jangan  harap laku masyarakat,negatif
UgwFzD4aBrHDRfe2TEV4AaABAg,Agan Kennedy,2023-06-09 12:58:46+00:00,jujur sangat bahaya buat guna jalan kaki kadang mau belok hampir ktabrak karna kendara listik   suara,positif
UgxqKFNKglNSW715OMN4AaABAg,View Review ajalah 🅥,2023-06-09 12:18:21+00:00,tau apa muldogdog tau mo rebut demokrat doank anis gagal nyampres,negatif
Ugz5-h-08ns5Alv361J4AaABAg,Mutiara 17,2023-06-09 12:03:09+00:00,rakyat kok bisnisin,netral
UgwiI7jVQjkvq5GtISN4AaABAg,gado gado,2023-06-09 11:59:37+00:00,laku obral  ,negatif
UgwQDtvpKVNdAzJcp_Z4AaABAg,Muhammad Agustono,2023-06-09 11:29:40+00:00,inti waktu cas jarak tempuh  ,netral
UgwduyVxZ-8QA8FGqbt4AaABAg,Hitman7064,2023-06-09 11:20:50+00:00,  colok rumah naikin daya,positif
Ugxj-bPMTUyaSFNoaR54AaABAg,Ismail Aja,2023-06-09 10:12:08+00:00,utang kalian semua utak udang percuma kalian parlemen ngurus negara tak becus isi utak kalian korup tak darinitu alas jah gera rak yat luhut moldoko kalian dua tak sengaja     meng hancur bang sa,negatif
UgxJq_jPxq996FVtJ2x4AaABAg,VIKtoRY,2023-06-09 09:44:57+00:00,mau fokus kendara fokus dulu bangun tempat cas banyak titik contoh spbu rest area rumah makan dl,positif
UgwaZRy7u_hoFnPPBCh4AaABAg,East Man,2023-06-09 09:02:13+00:00,wacana media harga murah rame beli,netral
UgzOI2OMxYuMcdSZemF4AaABAg,Abdul Ammar,2023-06-09 08:43:48+00:00,butuh motor fast charging charge menit jarak km harga jt garansi baterai th kaya gitu rasa bakal rame   alih,negatif
Ugyr8lugDnnKMP2Bc014AaABAg,Jimmy Senduk,2023-06-09 08:24:39+00:00,ini bijak modus infrastructure mbl blum malah ksh subsidi   beli mbl  orang  kaya kok subsidi blm tagih naik   untung usaha   jg kuasa,negatif
Ugx40PzOW_3FuMDjnat4AaABAg,Peter Setiawan,2023-06-09 08:22:09+00:00,harga mahal   kecil ev,positif
UgzpSvLDUNJ17vGFjOx4AaABAg,Dian Genuk,2023-06-09 06:23:32+00:00,  bakal laku soal batrainya mahal   murah   rp juta   harga juta,positif
UgxrKqq4o59AekHvWwJ4AaABAg,Zumar Tour,2023-06-09 06:23:13+00:00,pusing pikir healing zumar tour,negatif
UgwEKKMCKPUbxab_KSN4AaABAg,Herman Tito,2023-06-09 06:21:24+00:00,pribadi sih motor sangat bahaya suara mesin knalpot jalan belok anggap   kendara malah timbul crash   suara oke sebut klakson seperti   semua orang reflek   belok blind spot pencet klakson,negatif
UgzXJ6G-U-eZISD78Ix4AaABAg,Andika Dharma Putra,2023-06-09 05:40:58+00:00,transisi dulu dri bbm konvensional hybrid lengkap fasilitas dl baru deh,negatif
UgzxlLb-baqWhkYhvgB4AaABAg,Culpa Novum,2023-06-09 05:35:57+00:00,dapat rakyat hilang banyak phk   usah beli barang baru second oke so mau cantik apa   bakal laku jabat jg   make kocak omong   sesuai nyata ,negatif
Ugyz1itkOPcj_y3BxtJ4AaABAg,Pipit wahono,2023-06-09 05:34:28+00:00,alhamdulillah bgtu mahal harga   mayoritas beli  orang    kalang atas msh subsidi negara bgtu jomplang masyarakat   krg punya,positif
UgweDwztks534RFeIpV4AaABAg,Abunya Farel,2023-06-09 05:07:09+00:00,masalah cuman satu mahal,negatif
UgxK-vFPAnZFxCmL_Yx4AaABAg,Surya,2023-06-09 05:03:55+00:00,sbg second car pakai air ev   irit jt sbulan   jalan km  bulan  komparasi   mbl km l pakai pertamax puas  benar    mikir bensin,negatif
Ugx9hRwQNkHu5Ve5ouN4AaABAg,agku too,2023-06-09 04:43:16+00:00,tidak praktis harga   mahal lengkap dukung after sales produk sebab utama kendara sepi minat contoh   paling sering keluh ialah sifat buah kendara   butuh waktu   relatif lama   isi tenaga tmpt fast charging sedia tetap butuh waktu minimal satu jam   dukung karakter mobile buah kendara charging rumah butuh waktu jauh  lebih  lama jam akhir masyarakat rasa kendara ikut mobilitas tinggi guna   harga   relatif mahal   buah kendara mungil wuling banyak jenis   patok harga   sesuai   kapasitas kendara tsb konsumen paksa mengguinakan kendara tambah,positif
UgxV8hLxqq4nITkCyMl4AaABAg,Kano N,2023-06-09 04:31:08+00:00,kondisi jalan indonesia mayoritas buruk gelombang buat cepat bobrok baterai suku cadang mahal bikin bangkrut guna,negatif
UgynjPCdDgP7HrOAGf94AaABAg,Dedi Rusli,2023-06-09 04:01:17+00:00,mul kasih jelas blepot ajak debat staf     maju,positif
UgwU2l4V6i58i7vMLR94AaABAg,Chou lee me,2023-06-09 03:53:56+00:00,diskon my as harga loh mahal,positif
UgwLpixWvx_lmfJBtAh4AaABAg,Lando ve,2023-06-09 03:53:25+00:00,  bikin berita kok kayak   profesional pake kata pandang mulu pake data faktual data jual motor kuartal   naik lipat banding periode sama tahun lalu padahal beri subsidi lho lihat   loncat jual kuartal jangan langsung banding ama jual motor konvensional bahan bakar bbm ni reporter mabok jelas kalah teknologi baru relatif mahal infrastruktur dukung minim model tentu waktu tunggu lama cnbc plis deh bikin berita   bobot dikit,negatif
Ugz6K45tHTmzGGTN2Wh4AaABAg,Nocturnalanchor,2023-06-09 03:51:01+00:00,subsidi kendara pilah pilih ae kok kakean cangkem deloken musuh politik subsidi kendara jarene nikmat orang kaya lha wong miskin ae gaiso tuku ogh masio subsidi kok sik meksoi subsidi khusus terima kur ruwet ngerti a,negatif
UgxNjJL3P7O-7Pokt9x4AaABAg,Sandal Jepit,2023-06-09 03:36:30+00:00,bila mulai sekarang kapan,positif
UgxplK2PqV3HSXhpOht4AaABAg,taikucing,2023-06-09 03:36:09+00:00,ev proyek sapi perah makanya dipaksain  banget ,negatif
UgwiGVuoYJc60AcqB5J4AaABAg,Global Key,2023-06-09 02:51:25+00:00,dibilangin ulang bangun bangkit bahan bakar sampah pulau reklamasi lebih efektif lebih manfaat sekaligus solusi limbah sampah puluh tahun depan manfaat nikmat seluruh rakyat banyak bukan orang kaya   mampu beli,positif
Ugz7N8Z5q5vGFYU3i8B4AaABAg,Samuel Herman,2023-06-09 02:41:57+00:00,banyak faktor kendara kurang minat masyarakat punya kendara sejak paska covid landa masyarakat lebih fokus finansial ketimbang barang mewah aman selamat kendara tanya lebih edar beberapa video jadi kendara bakar sulit padam meski charge rumah masalah biaya tanggung,positif
UgyEAiriu47Dcg7gP2Z4AaABAg,SinJaya Feng,2023-06-09 02:33:01+00:00,harga mas terlalu mahal,positif
UgyXU7lB-DIG5SHCROp4AaABAg,Daniel Heryanto,2023-06-09 02:31:53+00:00,infrastruktur kendara   rata  gimana  masyarakat mau ahli,positif
UgwMaN3bRr4V9ZFR2yp4AaABAg,ds y,2023-06-09 02:30:15+00:00,bijak situ lahan koruptor banyak korup terus jabat anj  ,negatif
UgyRJGovR0-ZFFRYDtZ4AaABAg,Panji Asmara,2023-06-09 01:54:16+00:00,banyak cerita minta subsidi apa untung konsumen   beli muldok,negatif
Ugw9sgJNtKc2VL6cmOt4AaABAg,iNicks Channel,2023-06-09 01:38:38+00:00,subsidi kenytaanya bukan konsumen dealer pabrikanya motor   subsidi kurang batrenya produsen,negatif
Ugx6K8CQ4iLbJrWs2G14AaABAg,Boby Hermanto,2023-06-09 01:13:49+00:00,ev   laku jual dikit harga dimainin jual aji mumpung masa barang harga jt luar negeri sini jual jt,positif
Ugz50Ci9BUQIOqQyNAN4AaABAg,Mutiara Hikmah,2023-06-09 01:10:34+00:00,mending banyak transportasi publik,negatif
UgytR-uuJe56B64VUKN4AaABAg,Bapak Arifin,2023-06-09 01:08:57+00:00,hemat hemat benar praktis praktis sungguh,positif
UgxV_GnZHqMiDH-WcLt4AaABAg,Chibi Hitler,2023-06-09 01:05:51+00:00,rakyat mau beli energi   mau energi nuklir kaya kapal selam nuklir tahan lama rakyat pas pas paksa perang dunia shinobi   suka paksa apa   guna indonesia karna indonesia luas jalan rata   rusak   korupsi banyak desa enak ngomong karna hidup kota coba desa   jalan rusak parah hayo lo hayo lo   paling penting ekonomi negara naikin dulu banyakin lapang kerja hukum korupsi tegas baik infrastruktur negara malah morotin uang rakyat bikin sengsara,negatif
UgymybQHemGhgJp3-jF4AaABAg,Master Beat,2023-06-09 01:04:57+00:00,bukan semua orang tau baterai accu segala jenis baterai masalah kemudian hari sering soak usia lama telat cash btrai mampu tampung arus jadi cepat drop,negatif
UgyeUdh_DGMMol_nop94AaABAg,Sekar Arum World,2023-06-09 01:04:17+00:00,mulai   dulu transportasi umum kayak bis kota bikin elektrik biasa dulu masyarakat,negatif
UgxqaBDPsGIBUzifEhh4AaABAg,swandi yasa,2023-06-09 01:00:00+00:00,  laku perhati perintah karna tiongkok teken kontrak tambang nikel dl indo rugi makanya  sekarang  rakyat   teken beli,negatif
